"
                    2021-05-14
                ",西南城角,镜头所到之处，多是阴暗的夜间、夜间以及暮色，稍感压抑、沉重，影片中数次出现烟囱，从腾腾冒烟到画面静止，无不意味着时代变迁、英雄落幕、烟消云散，盗亦有道，一报还一报，一切皆有因果，有些领域自从踏入了就没有回头路，拯救只能靠自己。故事写得不错，数个写意之处深有意味。,allstar40,推荐
"
                    2021-05-20
                ",RICK_小锋,"“日本黑帮承担着责任和荣耀，大家都为努力做一个绅士，在成为一个真正的男人的道路上不断探索。 ”
作为一部黑帮片，有一种英雄落幕的苍凉感。表面上讲的是黑帮的故事，但其实说的还是人生。男主演的挺好。",allstar40,推荐
"
                    2021-05-16
                ",习惯被忽略,完全不是我期待的极恶非道式的黑帮片，看完就一个念头，现在的日本只能拍出这样的黑帮片了？！不过回味一下，从另一个角度解读日本黑帮的社会境遇变迁，也许这就是现在日本黑帮的现状？好吧，日本黑帮也跟香港黑帮一样没落了,allstar30,还行
"
                    2021-05-16
                ",重任在肩,失望，极道论与痞子情感展现都特别不协调，男主角色极差既不老式硬朗也不新潮浪漫，深作欣二和菅原文太天上看了完全能说当今日本无黑道。,allstar20,较差
"
                    2021-05-17
                ",🈳️🌷,三个时间段，见证了一个小痞子成长为黑帮家族左膀右臂再到没落的一生。绫野刚可塑性好强，每个阶段的性格都很有代表性（十几岁的叛逆少年-加入黑帮后独到的血性忠义-出狱后看破一切只想有个安稳的家却被自己打碎的悔恨落魄）暗黑的色调，制作蛮精良。,allstar40,推荐
"
                    2021-05-12
                ",笨笨熊,演员不行，剧本不行，摄影较差，故事讲得太无趣且刻意。19分钟，弃剧。,allstar20,较差
"
                    2021-05-16
                ",后知后觉,四星推荐。在历史变迁和社会法治变革中，黑帮组织起伏跌宕，个体从荣誉责任到被社会排挤淘汰，笑到最后的，应该还是手握指挥棒的人。。。。我想这绝不仅是在日本才会发生的事。,allstar40,推荐
"
                    2021-05-09
                ",人淡如菊。无奈,得说豊原功补和岩松了这俩真得是选角失败，就特别脸谱化！新的一年依然矶村勇斗能更火一点。刚子真好！,allstar40,推荐
"
                    2021-05-23
                ",BandontheRun,三星半。最完美的离婚SP之黑道凉,allstar40,推荐
"
                    2021-05-11
                ",陈精病,绫野刚漩涡式抬头纹都是帅的，第三段也太煽情了，再过14年社会不知道又会变成什么样,allstar40,推荐
"
                    2021-05-20
                ",王福,可怜之人必有可恨之处，but拍糊了。,allstar30,还行
"
                    2021-05-10
                ",四万高空,社会舆论下 男主的老婆求男主离开 算是理解男主 发小的老婆可能是直接抛弃发小了 因为直接搬家走人 所以导致发小崩溃杀死男主,allstar40,推荐
"
                    2021-05-16
                ",ikoshirly,绫野刚一如既往的非常棒！.,allstar30,还行
"
                    2020-12-07
                ",lll,片头字幕那段儿太好了 以至于以为自己要经历一场黑帮风云的洗礼 然而……满满套路还用力过猛,allstar30,还行
"
                    2021-05-18
                ",吃电影的番茄,这个黑帮片太温情,allstar30,还行
"
                    2021-05-20
                ",齐自多,感觉给黑帮影片画了个句号。,allstar40,推荐
"
                    2020-12-06
                ",林夕已被占用,#3rdHIIFF#前半段是《极恶非道》般的黑帮往事，后半段是《从宫本到你》的内在困境。绫野刚的表演震撼人心，每一条皱纹都不是白长的。,allstar40,推荐
